ID,Response
50883,0.32724914
50884,0.22149688
50885,0.2982915
50886,0.17855905
50887,0.30165902
50888,0.22723402
50889,0.3640888
50890,0.2158525
50891,0.25908706
50892,0.36839804
50893,0.36626846
50894,0.26078823
50895,0.33723164
50896,0.35389936
50897,0.25177726
50898,0.26688325
50899,0.18941432
50900,0.26377505
50901,0.17816627
50902,0.23556487
50903,0.23102151
50904,0.2787496
50905,0.1865005
50906,0.0646339
50907,0.25493616
50908,0.190079
50909,0.23924148
50910,0.21315312
50911,0.20850448
50912,0.21593413
50913,0.2045349
50914,0.23740222
50915,0.2345418
50916,0.23588206
50917,0.50849915
50918,0.2221115
50919,0.39714506
50920,0.20601872
50921,0.25443494
50922,0.20351537
50923,0.20100039
50924,0.22560509
50925,0.22530238
50926,0.26336363
50927,0.2811954
50928,0.24362475
50929,0.13649741
50930,0.06362183
50931,0.27631184
50932,0.3269178
50933,0.25417885
50934,0.16704486
50935,0.317912
50936,0.28490824
50937,0.60337937
50938,0.23100886
50939,0.3312408
50940,0.15591544
50941,0.20230797
50942,0.25862733
50943,0.17504102
50944,0.2550565
50945,0.30640718
50946,0.2508564
50947,0.17897774
50948,0.15677153
50949,0.06925358
50950,0.32508025
50951,0.26764554
50952,0.42928708
50953,0.30151808
50954,0.11831555
50955,0.29273665
50956,0.26920602
50957,-0.019399207
50958,0.25972676
50959,-0.06753299
50960,0.37995818
50961,-0.0010637539
50962,0.35691848
50963,0.34322813
50964,0.2538269
50965,0.33282477
50966,0.24593492
50967,0.268159
50968,0.28007987
50969,0.27084252
50970,0.24446231
50971,0.2084208
50972,0.27069008
50973,0.08276977
50974,0.5474937
50975,0.42261952
50976,0.31361502
50977,0.33116543
50978,0.34343365
50979,0.26426333
50980,0.42098978
50981,-0.0012244858
50982,0.25766683
50983,0.35497996
50984,0.1924138
50985,0.39884606
50986,0.1608761
50987,0.21248993
50988,0.35813937
50989,0.014545081
50990,0.36544538
50991,0.24849421
50992,0.3385454
50993,0.18623152
50994,0.17030855
50995,0.2851099
50996,0.013855303
50997,0.3814922
50998,0.22599989
50999,0.032712966
51000,0.25764945
51001,0.09706631
51002,0.26990092
51003,0.462539
51004,0.42796588
51005,0.2775192
51006,0.17699124
51007,0.5402562
51008,0.2564117
51009,0.17826015
51010,0.30611256
51011,0.18076089
51012,0.13171037
51013,0.29016533
51014,0.099827185
51015,0.25678968
51016,-0.23616157
51017,0.12376629
51018,0.34860834
51019,0.25241476
51020,0.15293595
51021,0.31944624
51022,0.19879557
51023,0.19292885
51024,0.28269225
51025,0.26646858
51026,0.21198235
51027,0.18095653
51028,0.3527872
51029,0.17606784
51030,0.26757836
51031,0.46952218
51032,0.34293774
51033,0.15117455
51034,0.11381322
51035,0.30122045
51036,0.18984641
51037,0.25052232
51038,0.19779657
51039,0.18808399
51040,0.3688076
51041,0.2793682
51042,0.22101256
51043,0.10357074
51044,0.43529266
51045,0.31930158
51046,0.29699877
51047,0.22780974
51048,0.08684322
51049,0.1793311
51050,0.45140538
51051,0.3012264
51052,0.35140905
51053,0.029647501
51054,0.13308534
51055,0.2516161
51056,0.29056087
51057,0.36771408
51058,0.35809225
51059,0.30470204
51060,0.36439463
51061,0.45482802
51062,0.55176216
51063,0.18635832
51064,0.3217314
51065,0.26917756
51066,0.19117042
51067,0.2521758
51068,0.22590289
51069,0.5340127
51070,0.14471965
51071,0.31030968
51072,0.1691882
51073,0.099934496
51074,0.18591443
51075,0.063894115
51076,0.12044073
51077,0.1913813
51078,0.14535949
51079,0.14173302
51080,0.258029
51081,0.18207364
51082,0.124327585
51083,0.2869097
51084,0.16799892
51085,0.27261713
51086,0.36924282
51087,0.28543973
51088,0.014331483
51089,0.098760515
51090,0.32485005
51091,0.19050679
51092,-0.006720056
51093,0.31453145
51094,0.051673036
51095,0.09029112
51096,0.2084786
51097,0.056366835
51098,0.15998295
51099,0.24281473
51100,0.21528645
51101,0.5173776
51102,0.39132237
51103,0.23196845
51104,0.06789556
51105,0.4427707
51106,0.19395567
51107,0.28024605
51108,0.17710625
51109,0.3877656
51110,0.3659758
51111,0.19217426
51112,0.28523976
51113,0.055523675
51114,0.10912005
51115,0.27245882
51116,0.13280664
51117,-0.02191399
51118,0.23624484
51119,0.253404
51120,0.35262933
51121,0.050090726
51122,0.22935991
51123,0.2754523
51124,0.18743537
51125,0.26624018
51126,0.22332719
51127,0.31909108
51128,0.29608944
51129,0.13303034
51130,0.16516855
51131,0.18757372
51132,0.29497042
51133,0.33580938
51134,0.063634016
51135,0.1927443
51136,0.29703942
51137,0.15305601
51138,0.174235
51139,0.7423645
51140,0.21353866
51141,0.16559029
51142,0.097433105
51143,0.098466195
51144,0.08908591
51145,0.20014632
51146,0.18380363
51147,0.23399016
51148,0.118125096
51149,0.16334437
51150,0.30592725
51151,0.20643444
51152,0.13245794
51153,0.33929786
51154,0.23269077
51155,0.27786425
51156,0.24576023
51157,0.38601375
51158,0.17240718
51159,0.0541674
51160,0.1269899
51161,0.41402063
51162,0.3843474
51163,0.28005174
51164,0.17788616
51165,0.27938306
51166,-0.005139555
51167,0.14721192
51168,0.15578139
51169,0.2839372
51170,0.6579535
51171,0.120193206
51172,0.258947
51173,0.103980705
51174,0.19983026
51175,0.497199
51176,0.26515174
51177,0.29001737
51178,0.39060476
51179,0.29683435
51180,0.41891864
51181,0.2674692
51182,0.19381733
51183,0.33397344
51184,0.27868676
51185,0.114688985
51186,0.055183463
51187,0.2389934
51188,0.25454888
51189,0.30438435
51190,0.18295756
51191,0.1867724
51192,0.32693574
51193,0.09424544
51194,0.3611245
51195,0.052097306
51196,0.2517966
51197,0.31447604
51198,0.43738267
51199,0.22655214
51200,0.19824928
51201,0.1467269
51202,0.28641644
51203,0.35955968
51204,0.38543442
51205,0.12674762
51206,0.20616059
51207,0.17260066
51208,0.22747526
51209,0.27561966
51210,0.0044762236
51211,0.46186233
51212,0.23628259
51213,0.31241772
51214,0.2627796
51215,-0.016614353
51216,0.28639457
51217,0.155536
51218,0.0062471987
51219,0.21558215
51220,0.52505714
51221,0.2114934
51222,0.30202824
51223,0.32798922
51224,0.1846243
51225,0.3122773
51226,0.35384947
51227,0.33508873
51228,0.23674567
51229,0.21949802
51230,0.34601408
51231,0.30599725
51232,0.15887359
51233,0.139259
51234,0.27287003
51235,0.3184565
51236,0.04105245
51237,0.29832542
51238,0.08746421
51239,0.30710855
51240,0.38535073
51241,0.26458517
51242,0.26600322
51243,0.32842737
51244,0.32393414
51245,0.5336497
51246,0.24280825
51247,0.22345729
51248,0.16981144
51249,-0.016408518
51250,0.029145008
51251,0.20517474
51252,0.25195536
51253,0.29159442
51254,0.14830178
51255,0.18399912
51256,0.2672545
51257,0.39221886
51258,0.24846186
51259,0.01615919
51260,0.25486755
51261,0.31621873
51262,0.2872461
51263,0.19474931
51264,0.267179
51265,0.24585477
51266,0.29254425
51267,0.17098391
51268,0.2932219
51269,0.12395956
51270,0.24324338
51271,0.4209128
51272,0.34128705
51273,0.18219422
51274,0.2416741
51275,0.1184479
51276,0.28299224
51277,0.29502717
51278,0.22157967
51279,0.3296301
51280,0.28054646
51281,0.07946894
51282,0.17914638
51283,-0.096140765
51284,0.31129658
51285,0.0011121051
51286,0.30575716
51287,0.23575707
51288,0.15304098
51289,0.26658997
51290,0.2613518
51291,-0.007043291
51292,0.060663972
51293,0.17636697
51294,0.48287857
51295,0.26182586
51296,0.22269695
51297,-0.007485328
51298,0.10249552
51299,0.035231978
51300,0.39851922
51301,0.31801367
51302,0.1941488
51303,0.2762047
51304,0.23414916
51305,0.28315327
51306,0.5902418
51307,0.49986574
51308,0.23351029
51309,0.30275223
51310,0.23696089
51311,0.25237677
51312,0.2683723
51313,0.29371127
51314,0.15974142
51315,0.27124804
51316,0.17991126
51317,0.4598805
51318,0.3285675
51319,0.12083868
51320,0.20195703
51321,0.21684039
51322,0.1671271
51323,0.11456728
51324,0.17900927
51325,0.11178938
51326,0.1875538
51327,0.19178227
51328,0.24246259
51329,0.2639544
51330,0.19780123
51331,0.19284096
51332,0.3534237
51333,0.32221246
51334,0.44900352
51335,0.55534005
51336,0.15035997
51337,0.26800704
51338,0.12546906
51339,0.13621463
51340,0.32024714
51341,0.05183409
51342,0.26674014
51343,0.12659656
51344,0.2563041
51345,0.13393743
51346,0.2835996
51347,0.055762645
51348,0.10374755
